source,target,weight
中卫,绥化,0.0006781959986436081
中卫,苏州,0.0
中卫,银川,0.00033909799932180403
中山,上海,0.00033909799932180403
中山,上海,0.006442861987114276
中山,上海,0.018989487962021025
中山,上海,0.016615801966768397
中山,云浮,0.00033909799932180403
中山,保定,0.0
中山,六安,0.001017293997965412
中山,北京,0.003051881993896236
中山,北京,0.00033909799932180403
中山,厦门,0.0013563919972872161
中山,孝感,0.0013563919972872161
中山,宁波,0.00169548999660902
中山,广州,0.002034587995930824
中山,广州,0.00339097999321804
中山,广州,0.010512037978975925
中山,杭州,0.0
中山,梅州,0.00033909799932180403
中山,深圳,0.00678195998643608
中山,深圳,0.01356391997287216
中山,深圳,0.009494743981010512
中山,潮州,0.0013563919972872161
中山,珠海,0.0
中山,珠海,0.00508646998982706
中山,肇庆,0.00033909799932180403
中山,长沙,0.0006781959986436081
中山,阳江,0.0006781959986436081
临汾,宁波,0.00033909799932180403
临沂,上海,0.00033909799932180403
临沂,北京,0.00033909799932180403
临沂,北京,0.0006781959986436081
临沂,威海,0.00033909799932180403
临沂,日照,0.00033909799932180403
临沂,泰安,0.0
临沂,济南,0.0006781959986436081
临沂,济南,0.002373685995252628
临沂,济宁,0.0
临沂,潍坊,0.0
临沂,菏泽,0.0
临沂,连云港,0.00033909799932180403
临沂,青岛,0.004747371990505256
临沂,青岛,0.0
临沂,青岛,0.006103763987792472
临沧,昆明,0.0
丹东,葫芦岛,0.00033909799932180403
丹东,蚌埠,0.00033909799932180403
丹东,锦州,0.00033909799932180403
丹东,鞍山,0.002373685995252628
丽水,三明,0.0
丽水,北京,0.00033909799932180403
丽水,杭州,0.0
丽水,杭州,0.0013563919972872161
丽水,绍兴,0.00033909799932180403
丽江,昆明,0.00033909799932180403
乌兰察布,呼和浩特,0.0
乌海,阿拉善盟,0.00033909799932180403
乌鲁木齐,上海,0.006103763987792472
乌鲁木齐,上海,0.01186842997626314
乌鲁木齐,上海,0.007460155985079688
乌鲁木齐,伊犁哈萨克自治州,0.011190233977619531
乌鲁木齐,伊犁哈萨克自治州,0.013224821973550356
乌鲁木齐,伊犁哈萨克自治州,0.015259409969481181
乌鲁木齐,伊犁哈萨克自治州,0.019667683960664633
乌鲁木齐,克拉玛依,0.00033909799932180403
乌鲁木齐,克拉玛依,0.0006781959986436081
乌鲁木齐,兰州,0.00033909799932180403
乌鲁木齐,北京,0.00169548999660902
乌鲁木齐,北京,0.014242115971515769
乌鲁木齐,北京,0.0169548999660902
乌鲁木齐,北京,0.01186842997626314
乌鲁木齐,博尔塔拉蒙古自治州,0.00033909799932180403
乌鲁木齐,博尔塔拉蒙古自治州,0.00169548999660902
乌鲁木齐,博尔塔拉蒙古自治州,0.003051881993896236
乌鲁木齐,和田地区,0.001017293997965412
乌鲁木齐,和田地区,0.00339097999321804
乌鲁木齐,哈密地区,0.006103763987792472
乌鲁木齐,哈密地区,0.011529331976941335
乌鲁木齐,哈密地区,0.009155645981688708
乌鲁木齐,哈密地区,0.00033909799932180403
乌鲁木齐,喀什地区,0.007121057985757884
乌鲁木齐,喀什地区,0.002034587995930824
乌鲁木齐,喀什地区,0.007121057985757884
乌鲁木齐,喀什地区,0.00678195998643608
乌鲁木齐,嘉兴,0.0006781959986436081
乌鲁木齐,嘉兴,0.002034587995930824
乌鲁木齐,塔城地区,0.0084774499830451
乌鲁木齐,塔城地区,0.008138351983723296
乌鲁木齐,大连,0.00033909799932180403
乌鲁木齐,天津,0.00033909799932180403
乌鲁木齐,天津,0.0006781959986436081
乌鲁木齐,天津,0.001017293997965412
乌鲁木齐,宁波,0.001017293997965412
乌鲁木齐,宁波,0.00033909799932180403
乌鲁木齐,巴音郭楞蒙古自治州,0.005764665988470668
乌鲁木齐,巴音郭楞蒙古自治州,0.0054255679891488644
乌鲁木齐,巴音郭楞蒙古自治州,0.002373685995252628
乌鲁木齐,巴音郭楞蒙古自治州,0.003730077992539844
乌鲁木齐,广州,0.0006781959986436081
乌鲁木齐,成都,0.00033909799932180403
乌鲁木齐,成都,0.0
乌鲁木齐,拉萨,0.001017293997965412
乌鲁木齐,昌吉回族自治州,0.013224821973550356
乌鲁木齐,昌吉回族自治州,0.02034587995930824
乌鲁木齐,昌吉回族自治州,0.026788741946422515
乌鲁木齐,昌吉回族自治州,0.014920311970159377
乌鲁木齐,杭州,0.00033909799932180403
乌鲁木齐,杭州,0.00033909799932180403
乌鲁木齐,武汉,0.00033909799932180403
乌鲁木齐,淮安,0.00508646998982706
乌鲁木齐,淮安,0.0013563919972872161
乌鲁木齐,深圳,0.003051881993896236
乌鲁木齐,深圳,0.007799253984401492
乌鲁木齐,深圳,0.009155645981688708
乌鲁木齐,珠海,0.0006781959986436081
乌鲁木齐,银川,0.0006781959986436081
乌鲁木齐,银川,0.0013563919972872161
乌鲁木齐,银川,0.0013563919972872161
乌鲁木齐,阿克苏地区,0.0027127839945744322
乌鲁木齐,阿克苏地区,0.002373685995252628
乌鲁木齐,阿克苏地区,0.004069175991861648
乌鲁木齐,阿克苏地区,0.026449643947100712
乌鲁木齐,阿勒泰地区,0.00169548999660902
乌鲁木齐,阿勒泰地区,0.004069175991861648
乌鲁木齐,阿勒泰地区,0.01017293997965412
乌鲁木齐,马鞍山,0.002373685995252628
乌鲁木齐,马鞍山,0.0013563919972872161
乐山,成都,0.00033909799932180403
乐山,泸州,0.00033909799932180403
九江,上海,0.0006781959986436081
九江,上海,0.003730077992539844
九江,上饶,0.00033909799932180403
九江,北京,0.008138351983723296
九江,北京,0.02204136995591726
九江,南昌,0.00033909799932180403
九江,南昌,0.00508646998982706
九江,宁波,0.0006781959986436081
九江,广州,0.0027127839945744322
九江,杭州,0.001017293997965412
九江,沧州,0.001017293997965412
九江,沧州,0.00033909799932180403
九江,深圳,0.0
九江,深圳,0.004747371990505256
九江,赣州,0.00508646998982706
云浮,上海,0.001017293997965412
云浮,上海,0.0006781959986436081
云浮,永州,0.00033909799932180403
亳州,合肥,0.00033909799932180403
亳州,合肥,0.00033909799932180403
伊春,上海,0.0
伊春,绥化,0.002373685995252628
伊犁哈萨克自治州,上海,0.0006781959986436081
伊犁哈萨克自治州,上海,0.007460155985079688
伊犁哈萨克自治州,北京,0.0027127839945744322
伊犁哈萨克自治州,北京,0.0335707019328586
伊犁哈萨克自治州,北京,0.049508307900983387
伊犁哈萨克自治州,嘉兴,0.00033909799932180403
伊犁哈萨克自治州,大连,0.001017293997965412
伊犁哈萨克自治州,天津,0.003730077992539844
伊犁哈萨克自治州,宁波,0.001017293997965412
伊犁哈萨克自治州,常州,0.00033909799932180403
伊犁哈萨克自治州,成都,0.00033909799932180403
伊犁哈萨克自治州,拉萨,0.00033909799932180403
伊犁哈萨克自治州,无锡,0.0013563919972872161
伊犁哈萨克自治州,日照,0.00033909799932180403
伊犁哈萨克自治州,日照,0.0006781959986436081
伊犁哈萨克自治州,昆明,0.00033909799932180403
伊犁哈萨克自治州,杭州,0.00169548999660902
伊犁哈萨克自治州,武汉,0.0006781959986436081
伊犁哈萨克自治州,济南,0.002373685995252628
伊犁哈萨克自治州,深圳,0.0013563919972872161
伊犁哈萨克自治州,烟台,0.00033909799932180403
伊犁哈萨克自治州,珠海,0.001017293997965412
伊犁哈萨克自治州,苏州,0.00033909799932180403
伊犁哈萨克自治州,阿勒泰地区,0.0006781959986436081
佛山,上海,0.00033909799932180403
佛山,上海,0.004069175991861648
佛山,上海,0.007121057985757884
佛山,中山,0.00033909799932180403
佛山,中山,0.00033909799932180403
佛山,九江,0.001017293997965412
佛山,云浮,0.00033909799932180403
佛山,云浮,0.001017293997965412
佛山,北京,0.00033909799932180403
佛山,北京,0.003051881993896236
佛山,北京,0.002373685995252628
佛山,南通,0.0006781959986436081
佛山,南通,0.0006781959986436081
佛山,合肥,0.00033909799932180403
佛山,嘉兴,0.00033909799932180403
佛山,天津,0.00033909799932180403
佛山,天津,0.0
佛山,宁波,0.003730077992539844
佛山,广州,0.0054255679891488644
佛山,广州,0.011190233977619531
佛山,广州,0.029162427941675145
佛山,广州,0.038996269922007464
佛山,拉萨,0.001017293997965412
佛山,新余,0.001017293997965412
佛山,无锡,0.0006781959986436081
佛山,杭州,0.0
佛山,武汉,0.001017293997965412
佛山,江门,0.00169548999660902
佛山,江门,0.0013563919972872161
佛山,江门,0.003051881993896236
佛山,江门,0.00033909799932180403
佛山,深圳,0.002373685995252628
佛山,深圳,0.01017293997965412
佛山,深圳,0.030179721939640556
佛山,深圳,0.03458799593082401
佛山,清远,0.002034587995930824
佛山,珠海,0.002373685995252628
佛山,珠海,0.00339097999321804
佛山,福州,0.001017293997965412
佛山,绍兴,0.00033909799932180403
佛山,绥化,0.0
佛山,肇庆,0.001017293997965412
佛山,肇庆,0.001017293997965412
佛山,芜湖,0.0006781959986436081
佛山,芜湖,0.002373685995252628
佛山,苏州,0.0006781959986436081
佛山,苏州,0.0
佛山,苏州,0.0027127839945744322
佛山,茂名,0.0
佛山,郑州,0.002034587995930824
佛山,阳江,0.001017293997965412
佳木斯,双鸭山,0.00033909799932180403
佳木斯,哈尔滨,0.0013563919972872161
佳木斯,哈尔滨,0.001017293997965412
佳木斯,鸡西,0.0
保定,上海,0.001017293997965412
保定,北京,0.00508646998982706
保定,北京,0.010512037978975925
保定,北京,0.007799253984401492
保定,吴忠,0.00033909799932180403
保定,嘉兴,0.0006781959986436081
保定,廊坊,0.00033909799932180403
保定,廊坊,0.00033909799932180403
保定,承德,0.00033909799932180403
保定,温州,0.00033909799932180403
保定,湖州,0.0006781959986436081
保定,石家庄,0.00033909799932180403
保定,郑州,0.00033909799932180403
保山,大理白族自治州,0.0013563919972872161
保山,昆明,0.0
保山,昆明,0.00033909799932180403
保山,楚雄彝族自治州,0.001017293997965412
保山,深圳,0.006103763987792472
信阳,开封,0.001017293997965412
克孜勒苏柯尔克孜自治州,北京,0.0006781959986436081
克孜勒苏柯尔克孜自治州,喀什地区,0.0006781959986436081
克拉玛依,乌鲁木齐,0.00033909799932180403
六安,合肥,0.00033909799932180403
六安,合肥,0.0013563919972872161
六安,合肥,0.004408273991183452
六安,淮南,0.00033909799932180403
六安,芜湖,0.002373685995252628
六安,芜湖,0.0006781959986436081
六安,芜湖,0.0006781959986436081
六安,青岛,0.0006781959986436081
兰州,上海,0.00033909799932180403
兰州,上海,0.00033909799932180403
兰州,上海,0.0006781959986436081
兰州,临夏回族自治州,0.004408273991183452
兰州,临夏回族自治州,0.00169548999660902
兰州,北京,0.00033909799932180403
兰州,北京,0.009494743981010512
兰州,北京,0.004408273991183452
兰州,北京,0.002373685995252628
兰州,嘉峪关,0.00033909799932180403
兰州,天水,0.0006781959986436081
兰州,天水,0.002373685995252628
兰州,天水,0.0006781959986436081
兰州,天水,0.0027127839945744322
兰州,定西,0.0084774499830451
兰州,定西,0.0
兰州,定西,0.0027127839945744322
兰州,平凉,0.0006781959986436081
兰州,平凉,0.003051881993896236
兰州,庆阳,0.003730077992539844
兰州,庆阳,0.0
兰州,张掖,0.0027127839945744322
兰州,张掖,0.0
兰州,张掖,0.00169548999660902
兰州,杭州,0.0006781959986436081
兰州,武威,0.004069175991861648
兰州,武威,0.0
兰州,深圳,0.0006781959986436081
兰州,深圳,0.0
